peak_rss_mb	test_name
84.734	language_asi_S7_9_A6_1_T1_js
84.734	built_ins_Object_keys_15_2_3_14_5_10_js
84.734	built_ins_Array_prototype_join_not_a_constructor_js
84.734	built_ins_Array_prototype_findLast_prop_desc_js
84.719	language_expressions_function_dstr_ary_ptrn_rest_ary_rest_js
84.719	language_expressions_class_dstr_private_gen_meth_static_ary_ptrn_elem_id_init_skipped_js
84.719	language_expressions_assignment_S11_13_1_A5_T3_js
84.703	language_statements_generators_dstr_dflt_ary_ptrn_elem_ary_elision_init_js
84.703	language_expressions_dynamic_import_syntax_invalid_nested_async_arrow_function_return_await_no_new_call_expression_js
84.703	built_ins_parseFloat_tonumber_numeric_separator_literal_dd_nsl_dd_one_of_js
84.703	built_ins_Object_defineProperty_15_2_3_6_2_48_js
84.688	language_statements_for_in_labelled_fn_stmt_let_js
84.688	language_statements_for_await_of_async_gen_dstr_const_async_obj_ptrn_id_init_fn_name_cover_js
84.688	language_statements_do_while_S12_6_1_A3_js
84.688	language_statements_class_dstr_private_meth_static_dflt_ary_ptrn_elem_ary_elem_init_js
84.688	language_expressions_object_method_definition_forbidden_ext_b1_async_gen_meth_forbidden_ext_direct_access_prop_arguments_js
84.688	built_ins_Proxy_get_null_handler_js
84.688	built_ins_Number_S15_7_3_A7_js
84.688	built_ins_Array_prototype_indexOf_15_4_4_14_9_a_13_js
84.672	language_statements_class_elements_arrow_body_private_derived_cls_indirect_eval_contains_superproperty_1_js
84.672	language_expressions_class_elements_nested_typeof_init_err_contains_arguments_js
84.672	language_expressions_assignment_dstr_array_rest_nested_array_yield_expr_js
84.672	built_ins_Promise_prototype_then_resolve_settled_rejected_poisoned_then_js
84.656	language_expressions_async_generator_dstr_named_dflt_ary_ptrn_rest_init_obj_js
84.656	built_ins_Object_defineProperty_15_2_3_6_3_79_js
84.641	language_statements_for_await_of_async_func_dstr_const_ary_ptrn_elem_id_iter_complete_js
84.641	language_expressions_object_method_definition_async_gen_yield_star_getiter_async_returns_symbol_throw_js
84.641	language_expressions_async_generator_dstr_named_dflt_ary_ptrn_rest_init_id_js
84.641	built_ins_Set_prototype_delete_does_not_have_setdata_internal_slot_map_js
84.641	built_ins_Object_assign_target_is_sealed_existing_accessor_property_js
84.641	built_ins_Object_S15_2_2_1_A6_T3_js
84.641	built_ins_Date_prototype_setTime_this_value_valid_date_js
84.625	language_expressions_class_cpn_class_expr_fields_computed_property_name_from_assignment_expression_logical_and_js
84.625	language_expressions_class_cpn_class_expr_accessors_computed_property_name_from_multiplicative_expression_mult_js
84.625	language_expressions_async_generator_dstr_named_dflt_ary_ptrn_rest_init_ary_js
84.625	built_ins_Promise_prototype_then_ctor_poisoned_js
84.625	built_ins_Object_seal_seal_referenceerror_js
84.609	language_statements_for_of_dstr_let_obj_ptrn_id_init_fn_name_fn_js
84.609	language_statements_class_elements_syntax_early_errors_grammar_special_meth_ctor_async_meth_js
84.609	language_statements_class_dstr_private_meth_dflt_ary_ptrn_rest_ary_empty_js
84.609	language_expressions_object_dstr_meth_ary_name_iter_val_js
84.609	language_expressions_class_subclass_builtins_subclass_SyntaxError_js
84.609	language_expressions_async_generator_dstr_named_dflt_ary_ptrn_rest_id_iter_val_err_js
84.609	language_expressions_assignment_dstr_array_elem_trlg_iter_rest_thrw_close_err_js
84.609	language_expressions_assignment_dstr_array_elem_nested_array_undefined_js
84.609	built_ins_RegExp_prototype_test_not_a_constructor_js
84.609	built_ins_Object_prototype_hasOwnProperty_8_12_1_1_46_js
84.594	language_statements_try_scope_catch_param_lex_open_js
84.594	language_statements_for_of_dstr_obj_prop_identifier_resolution_first_js
84.594	language_function_code_10_4_3_1_98gs_js
84.594	language_expressions_class_gen_method_static_yield_identifier_spread_strict_js
84.594	language_expressions_class_dstr_private_gen_meth_static_dflt_ary_ptrn_elem_id_init_skipped_js
84.594	built_ins_Promise_allSettled_reject_deferred_js
84.594	built_ins_Array_prototype_forEach_15_4_4_18_3_2_js
84.578	language_expressions_logical_assignment_lgcl_or_assignment_operator_non_writeable_put_js
84.578	language_expressions_class_ident_name_method_def_return_escaped_js
84.578	language_expressions_class_dstr_gen_meth_static_ary_ptrn_elem_ary_empty_init_js
84.578	built_ins_String_prototype_trim_15_5_4_20_4_45_js
84.578	built_ins_String_S15_5_2_1_A1_T13_js
84.578	annexB_language_eval_code_indirect_global_switch_dflt_eval_global_existing_block_fn_no_init_js
84.562	language_statements_class_dstr_gen_meth_static_ary_init_iter_get_err_js
84.562	built_ins_Date_prototype_getUTCMonth_this_value_non_date_js
84.562	built_ins_Array_prototype_shift_S15_4_4_9_A2_T4_js
84.547	built_ins_Set_prototype_values_this_not_object_throw_string_js
84.547	built_ins_Object_defineProperties_15_2_3_7_5_b_35_js
84.531	language_statements_let_syntax_without_initialisers_in_statement_positions_for_statement_js
84.531	language_statements_for_dstr_const_ary_ptrn_elem_obj_val_undef_js
84.531	language_statements_for_await_of_async_gen_dstr_var_async_obj_ptrn_prop_id_trailing_comma_js
84.531	language_expressions_object_dstr_meth_dflt_ary_ptrn_rest_id_iter_val_err_js
84.531	language_expressions_class_elements_gen_private_method_yield_identifier_strict_js
84.531	built_ins_RegExp_property_escapes_loose_matching_13_js
84.531	built_ins_BigInt_asIntN_bigint_tobigint_wrapped_values_js
84.516	language_statements_for_await_of_async_gen_dstr_const_ary_ptrn_rest_obj_id_js
84.516	language_statements_class_elements_syntax_early_errors_invalid_names_method_member_expression_this_js
84.516	language_statements_class_dstr_gen_meth_static_dflt_ary_ptrn_rest_init_obj_js
84.516	language_identifiers_vals_rus_alpha_lower_js
84.516	language_expressions_object_method_definition_async_gen_await_as_identifier_reference_escaped_js
84.516	language_expressions_dynamic_import_syntax_valid_nested_arrow_empty_str_is_valid_assign_expr_js
84.516	language_expressions_class_dstr_private_meth_static_dflt_obj_ptrn_id_init_fn_name_gen_js
84.500	language_statements_for_dstr_let_ary_ptrn_rest_id_elision_next_err_js
84.500	language_statements_class_dstr_private_gen_meth_static_ary_ptrn_elem_id_init_fn_name_gen_js
84.500	language_statements_class_dstr_gen_meth_static_dflt_ary_ptrn_rest_init_id_js
84.500	language_literals_numeric_numeric_separators_numeric_separator_literal_oil_od_nsl_od_js
84.500	language_identifiers_part_unicode_13_0_0_class_escaped_js
84.500	built_ins_WeakMap_prototype_of_weakmap_js
84.500	built_ins_Promise_all_new_resolve_function_js
84.500	built_ins_Array_prototype_fill_not_a_constructor_js
84.484	language_statements_class_dstr_gen_meth_static_dflt_ary_ptrn_rest_init_ary_js
84.484	language_expressions_class_dstr_meth_ary_ptrn_elem_id_iter_val_array_prototype_js
84.484	language_expressions_class_dstr_async_private_gen_meth_obj_ptrn_rest_skip_non_enumerable_js
84.484	language_directive_prologue_func_expr_runtime_js
84.484	built_ins_Set_prototype_has_not_a_constructor_js
84.484	built_ins_Proxy_set_boolean_trap_result_is_false_string_return_false_js
84.484	built_ins_FinalizationRegistry_prototype_unregister_custom_this_js
84.484	built_ins_Array_prototype_reduceRight_15_4_4_22_5_9_js
84.469	language_statements_class_dstr_gen_meth_static_dflt_ary_ptrn_rest_id_js
84.469	language_expressions_compound_assignment_S11_13_2_A5_6_T2_js
84.469	built_ins_RegExp_S15_10_2_6_A3_T14_js
84.469	built_ins_Object_create_15_2_3_5_4_87_js
84.469	built_ins_Array_prototype_lastIndexOf_15_4_4_15_8_b_i_17_js
84.453	language_statements_generators_scope_body_lex_distinct_js
84.453	language_statements_function_S13_A1_js
84.453	language_expressions_object_covered_ident_name_prop_name_literal_void_escaped_js
84.453	language_expressions_less_than_or_equal_S11_8_3_A3_1_T2_9_js
84.453	built_ins_Array_prototype_every_15_4_4_16_2_18_js
84.438	language_statements_function_dstr_dflt_ary_ptrn_elem_obj_val_undef_js
84.438	built_ins_String_prototype_S15_5_4_A2_js
84.438	built_ins_Array_prototype_some_15_4_4_17_7_c_i_15_js
84.438	built_ins_Array_S15_4_5_2_A1_T1_js
84.422	language_statements_class_dstr_private_gen_meth_static_dflt_ary_ptrn_elem_id_iter_done_js
84.422	language_expressions_generators_dstr_obj_ptrn_prop_ary_init_js
84.422	built_ins_RegExp_lookBehind_back_references_js
84.422	built_ins_Object_prototype_S15_2_4_A1_T1_js
84.406	language_statements_class_ident_name_method_def_typeof_escaped_js
84.406	language_expressions_arrow_function_dstr_dflt_ary_ptrn_rest_ary_rest_js
84.406	built_ins_RegExp_S15_10_2_8_A1_T2_js
84.406	built_ins_Number_S9_3_1_A9_js
84.391	language_expressions_class_elements_syntax_valid_grammar_special_prototype_async_gen_meth_valid_js
84.391	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_4_158_js
84.391	annexB_language_function_code_if_decl_no_else_func_existing_block_fn_update_js
84.375	language_statements_for_12_6_3_2_3_a_ii_10_js
84.375	language_statements_class_elements_private_static_method_shadowed_by_method_on_nested_class_js
84.375	language_statements_class_dstr_meth_ary_ptrn_elem_id_init_unresolvable_js
84.375	language_expressions_class_dstr_gen_meth_static_dflt_obj_init_undefined_js
84.375	language_expressions_class_async_gen_method_dflt_params_abrupt_js
84.375	language_expressions_async_generator_dstr_ary_ptrn_rest_ary_rest_js
84.375	built_ins_Array_prototype_filter_15_4_4_20_3_21_js
84.359	language_statements_class_elements_wrapped_in_sc_rs_static_method_privatename_identifier_alt_js
84.359	language_expressions_class_elements_syntax_early_errors_delete_method_delete_covered_err_delete_call_expression_private_method_async_js
84.359	language_arguments_object_cls_expr_gen_meth_args_trailing_comma_undefined_js
84.359	built_ins_RegExp_prototype_Symbol_matchAll_prop_desc_js
84.359	built_ins_Object_defineProperties_15_2_3_7_5_b_121_js
84.359	built_ins_Array_prototype_every_15_4_4_16_5_18_js
84.359	built_ins_AggregateError_message_tostring_abrupt_symbol_js
84.344	language_types_null_S8_2_A3_js
84.344	language_statements_for_of_set_contract_expand_js
84.344	language_expressions_super_prop_expr_cls_err_js
84.344	language_expressions_object_ident_name_prop_name_literal_let_escaped_js
84.344	built_ins_Proxy_has_null_handler_js
84.344	built_ins_Map_prototype_set_replaces_a_value_returns_map_js
84.344	built_ins_Map_name_js
84.344	built_ins_Date_prototype_setHours_arg_hour_to_number_js
84.344	built_ins_Array_prototype_forEach_15_4_4_18_7_c_i_29_js
84.328	language_statements_for_of_dstr_const_obj_ptrn_id_init_throws_js
84.328	language_statements_for_in_S12_6_4_A1_js
84.328	language_statements_const_dstr_ary_init_iter_get_err_array_prototype_js
84.328	language_statements_class_elements_private_method_is_not_a_own_property_js
84.328	language_statements_class_dstr_private_meth_static_dflt_obj_ptrn_id_init_fn_name_gen_js
84.328	language_literals_string_S7_8_4_A4_2_T7_js
84.328	built_ins_String_prototype_substring_S15_5_4_15_A1_T10_js
84.328	built_ins_Object_defineProperty_15_2_3_6_3_142_1_js
84.328	built_ins_Array_prototype_reduceRight_15_4_4_22_8_b_iii_1_8_js
84.312	language_expressions_object_dstr_meth_dflt_ary_ptrn_elem_ary_elem_iter_js
84.312	language_expressions_call_eval_spread_empty_leading_js
84.312	built_ins_Object_defineProperty_15_2_3_6_3_42_1_js
84.312	built_ins_Array_prototype_reduceRight_15_4_4_22_9_c_i_15_js
84.297	language_statements_class_elements_syntax_early_errors_delete_method_delete_covered_err_delete_member_expression_private_method_accessor_set_js
84.297	language_expressions_strict_does_not_equals_S11_9_5_A4_3_js
84.297	language_expressions_call_spread_sngl_expr_js
84.281	language_function_code_10_4_3_1_73gs_js
84.281	language_expressions_compound_assignment_S11_13_2_A7_5_T1_js
84.281	built_ins_Object_getOwnPropertyDescriptors_primitive_booleans_js
84.281	built_ins_Object_defineProperty_15_2_3_6_4_471_js
84.266	language_statements_class_dstr_gen_meth_dflt_obj_ptrn_prop_obj_value_undef_js
84.266	language_statements_class_dstr_async_private_gen_meth_dflt_obj_ptrn_prop_ary_trailing_comma_js
84.266	language_expressions_object_method_definition_gen_yield_identifier_spread_non_strict_js
84.266	language_expressions_assignment_dstr_obj_id_init_fn_name_class_js
84.266	built_ins_Array_prototype_push_S15_4_4_7_A4_T1_js
84.250	language_expressions_prefix_decrement_11_4_5_2_3_s_js
84.250	built_ins_Array_prototype_lastIndexOf_15_4_4_15_8_10_js
84.234	language_statements_for_dstr_const_obj_ptrn_prop_id_js
84.234	language_statements_async_generator_yield_star_next_not_callable_symbol_throw_js
84.234	language_expressions_super_call_spread_err_mult_err_unresolvable_js
84.234	language_expressions_concatenation_S9_8_A4_T2_js
84.234	built_ins_isNaN_toprimitive_call_abrupt_js
84.234	built_ins_Promise_is_a_constructor_js
84.234	built_ins_Object_isFrozen_name_js
84.234	built_ins_Object_defineProperties_15_2_3_7_6_a_117_js
84.234	built_ins_Date_prototype_toLocaleDateString_prop_desc_js
84.234	built_ins_Array_prototype_slice_S15_4_4_10_A2_T5_js
84.234	built_ins_Array_prototype_filter_15_4_4_20_5_22_js
84.234	built_ins_Array_from_mapfn_is_symbol_throws_js
84.219	language_statements_class_elements_syntax_early_errors_delete_method_delete_twice_covered_err_delete_member_expression_private_method_accessor_get_js
84.219	language_function_code_10_4_3_1_20gs_js
84.219	language_expressions_object_dstr_async_gen_meth_ary_init_iter_no_close_js
84.219	language_expressions_new_S11_2_2_A1_2_js
84.219	language_expressions_dynamic_import_usage_nested_do_while_eval_gtbndng_indirect_update_js
84.219	language_expressions_class_elements_string_literal_name_init_err_contains_arguments_js
84.219	language_expressions_class_dstr_async_gen_meth_ary_ptrn_elem_id_iter_done_js
84.219	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_4_110_js
84.219	built_ins_Object_defineProperties_15_2_3_7_3_7_js
84.219	annexB_language_function_code_if_decl_else_decl_a_func_existing_block_fn_update_js
84.203	language_expressions_delete_S11_4_1_A3_2_T1_js
84.203	language_expressions_class_dstr_async_gen_meth_ary_ptrn_elem_id_init_unresolvable_js
84.203	built_ins_String_raw_returns_abrupt_from_substitution_js
84.203	built_ins_Array_prototype_reduce_15_4_4_21_9_3_js
84.203	annexB_language_function_code_switch_case_func_existing_var_update_js
84.188	language_statements_for_await_of_async_func_decl_dstr_obj_prop_elem_init_assignment_undef_js
84.188	language_statements_class_subclass_builtins_subclass_Int32Array_js
84.188	language_statements_async_generator_dstr_dflt_obj_ptrn_id_init_unresolvable_js
84.188	built_ins_Array_prototype_every_15_4_4_16_7_c_iii_19_js
84.172	language_statements_variable_dstr_ary_ptrn_rest_ary_elem_js
84.172	language_statementList_fn_block_js
84.172	language_expressions_compound_assignment_S11_13_2_A2_1_T2_2_js
84.172	language_asi_S7_9_A5_9_T1_js
84.156	language_statements_switch_syntax_redeclaration_generator_name_redeclaration_attempt_with_async_generator_js
84.156	language_function_code_10_4_3_1_52_s_js
84.156	language_expressions_dynamic_import_usage_nested_async_arrow_function_await_eval_script_code_host_resolves_module_code_js
84.156	language_expressions_arrow_function_dstr_ary_ptrn_rest_id_elision_next_err_js
84.156	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_4_200_js
84.141	language_expressions_yield_star_rhs_iter_rtrn_res_done_err_js
84.141	language_expressions_equals_symbol_strict_equality_comparison_js
84.141	language_expressions_class_dstr_meth_static_dflt_ary_ptrn_elision_step_err_js
84.141	built_ins_String_prototype_padEnd_observable_operations_js
84.141	built_ins_DataView_buffer_reference_sab_js
84.125	language_statements_class_elements_static_private_method_subclass_receiver_js
84.125	language_statements_class_dstr_async_private_gen_meth_dflt_ary_init_iter_close_js
84.125	language_expressions_less_than_S11_8_1_A4_10_js
84.125	language_expressions_function_dflt_params_rest_js
84.125	language_expressions_async_generator_dstr_ary_init_iter_get_err_array_prototype_js
84.109	language_statements_generators_dstr_ary_ptrn_elem_ary_empty_init_js
84.109	language_statements_class_dstr_meth_static_obj_ptrn_rest_skip_non_enumerable_js
84.109	language_statements_async_function_try_reject_finally_reject_js
84.109	language_expressions_function_dflt_params_ref_self_js
84.109	language_expressions_compound_assignment_S11_13_2_A4_10_T2_8_js
84.109	language_expressions_bitwise_and_bigint_js
84.109	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_4_35_js
84.109	built_ins_Object_defineProperty_15_2_3_6_4_514_js
84.094	language_statements_with_S12_10_A1_9_T1_js
84.094	language_statements_function_dstr_ary_ptrn_empty_js
84.094	built_ins_Array_prototype_copyWithin_non_negative_out_of_bounds_target_and_start_js
84.094	built_ins_ArrayBuffer_prototype_slice_species_constructor_is_undefined_js
84.078	language_statements_async_generator_dstr_dflt_obj_ptrn_id_init_skipped_js
84.078	language_expressions_dynamic_import_syntax_invalid_nested_async_arrow_function_return_await_assignment_expr_not_optional_js
84.078	built_ins_TypedArray_prototype_join_BigInt_return_abrupt_from_separator_symbol_js
84.078	built_ins_Array_prototype_indexOf_15_4_4_14_2_17_js
84.062	language_statements_for_of_dstr_var_ary_ptrn_rest_not_final_ary_js
84.062	language_literals_regexp_named_groups_invalid_duplicate_groupspecifier_2_js
84.062	language_block_scope_syntax_redeclaration_async_function_name_redeclaration_attempt_with_function_js
84.062	language_block_scope_leave_nested_block_let_declaration_only_shadows_outer_parameter_value_1_js
84.062	built_ins_Array_prototype_some_15_4_4_17_5_14_js
84.047	language_statements_for_await_of_async_func_dstr_var_ary_ptrn_elem_obj_val_undef_js
84.047	language_statements_class_dstr_private_gen_meth_dflt_ary_ptrn_elem_ary_elision_iter_js
84.047	language_expressions_class_dstr_gen_meth_ary_init_iter_get_err_js
84.047	language_expressions_async_generator_dstr_dflt_obj_ptrn_prop_id_get_value_err_js
84.047	language_block_scope_syntax_redeclaration_var_redeclaration_attempt_after_function_js
84.047	built_ins_Object_is_same_value_x_y_string_js
84.047	annexB_language_statements_try_catch_redeclared_for_in_var_js
84.031	language_statements_for_await_of_async_gen_dstr_let_ary_ptrn_rest_id_js
84.031	language_statements_class_class_name_ident_await_escaped_js
84.031	language_expressions_arrow_function_syntax_early_errors_arrowparameters_cover_no_duplicates_binding_object_2_js
84.031	built_ins_String_prototype_search_S15_5_4_12_A9_js
84.031	built_ins_Function_prototype_bind_15_3_4_5_6_3_js
84.031	built_ins_Date_parse_length_js
84.031	annexB_language_global_code_block_decl_global_skip_early_err_switch_js
84.016	language_statements_try_dstr_obj_init_undefined_js
84.016	language_statements_class_dstr_gen_meth_dflt_ary_ptrn_elision_exhausted_js
84.016	language_expressions_template_literal_tv_template_tail_js
84.016	language_expressions_object_dstr_gen_meth_dflt_obj_ptrn_prop_id_js
84.016	language_expressions_object_dstr_async_gen_meth_ary_ptrn_rest_not_final_id_js
84.016	language_expressions_class_elements_syntax_early_errors_invalid_names_field_init_member_expression_bad_reference_js
84.016	language_expressions_async_generator_dstr_dflt_obj_ptrn_id_init_fn_name_class_js
84.016	language_expressions_assignment_dstr_ident_name_prop_name_literal_while_escaped_js
84.016	built_ins_Set_prototype_delete_does_not_have_setdata_internal_slot_array_js
84.016	built_ins_Array_prototype_reduce_15_4_4_21_3_17_js
84.016	built_ins_Array_prototype_indexOf_15_4_4_14_9_b_i_31_js
84.000	language_statements_for_in_labelled_fn_stmt_const_js
84.000	language_expressions_compound_assignment_11_13_2_29_s_js
84.000	language_expressions_class_dstr_meth_static_ary_ptrn_rest_id_direct_js
84.000	language_expressions_class_dstr_meth_obj_ptrn_prop_id_js
84.000	language_expressions_class_dstr_async_private_gen_meth_static_dflt_ary_ptrn_elem_ary_rest_iter_js
84.000	language_block_scope_syntax_redeclaration_inner_block_var_name_redeclaration_attempt_with_async_generator_js
84.000	built_ins_RegExp_S15_10_2_3_A1_T12_js
84.000	built_ins_Object_defineProperty_15_2_3_6_3_78_js
83.984	language_statements_for_await_of_async_gen_dstr_const_async_ary_ptrn_rest_init_obj_js
83.984	language_expressions_arrow_function_lexical_new_target_js
83.984	built_ins_Array_prototype_join_name_js
83.969	language_statements_for_await_of_async_gen_dstr_const_async_ary_ptrn_rest_init_id_js
83.969	built_ins_RegExp_S15_10_2_7_A3_T6_js
83.969	built_ins_Array_prototype_some_15_4_4_17_7_c_iii_17_js
83.969	built_ins_Array_prototype_reduce_15_4_4_21_7_11_js
83.969	annexB_language_global_code_switch_case_global_existing_block_fn_no_init_js
83.953	language_statements_for_await_of_async_gen_dstr_const_async_ary_ptrn_rest_init_ary_js
83.953	language_statements_class_elements_syntax_early_errors_grammar_special_meth_ctor_async_gen_js
83.953	language_expressions_dynamic_import_catch_nested_async_gen_await_eval_rqstd_abrupt_typeerror_js
83.953	built_ins_Promise_any_iter_assigned_null_reject_js
83.953	built_ins_Array_prototype_reduce_15_4_4_21_9_c_i_14_js
83.953	built_ins_Array_prototype_map_create_proxy_js
83.953	built_ins_Array_prototype_indexOf_15_4_4_14_5_20_js
83.953	annexB_language_eval_code_direct_global_if_decl_else_decl_b_eval_global_no_skip_try_js
83.938	language_statements_for_await_of_async_gen_dstr_const_ary_ptrn_rest_not_final_obj_js
83.938	language_statements_class_subclass_builtin_objects_Date_super_must_be_called_js
83.938	language_statements_class_cpn_class_decl_fields_computed_property_name_from_math_js
83.938	language_expressions_class_ident_name_method_def_public_escaped_js
83.938	language_expressions_class_dstr_async_gen_meth_obj_ptrn_list_err_js
83.938	language_expressions_async_generator_dstr_named_dflt_ary_ptrn_rest_id_js
83.938	built_ins_TypedArrayConstructors_Float64Array_prototype_not_typedarray_object_js
83.938	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_2_3_js
83.938	built_ins_Atomics_exchange_length_js
83.922	language_expressions_logical_or_S11_11_2_A2_1_T1_js
83.922	language_expressions_dynamic_import_syntax_invalid_nested_while_no_new_call_expression_js
83.922	language_expressions_class_dstr_async_gen_meth_obj_ptrn_prop_id_init_js
83.922	built_ins_Array_prototype_forEach_length_js
83.906	language_expressions_greater_than_bigint_and_symbol_js
83.906	language_expressions_class_elements_syntax_early_errors_grammar_static_get_meth_prototype_js
83.906	built_ins_Object_seal_object_seal_extensible_of_o_is_set_as_false_even_if_o_has_no_own_property_js
83.906	built_ins_Number_S15_7_3_A6_js
83.891	language_statements_class_dstr_async_gen_meth_static_dflt_ary_ptrn_rest_init_obj_js
83.891	language_literals_bigint_numeric_separators_numeric_separator_literal_oil_ods_nsl_ods_js
83.891	language_expressions_class_elements_nested_ternary_init_err_contains_super_js
83.891	built_ins_String_prototype_slice_this_value_tostring_throws_symbol_js
83.891	built_ins_Object_S15_2_2_1_A6_T2_js
83.891	annexB_language_eval_code_indirect_global_if_decl_else_decl_b_eval_global_block_scoping_js
83.875	language_statements_for_of_dstr_array_elem_iter_get_err_js
83.875	language_statements_class_dstr_async_gen_meth_static_dflt_ary_ptrn_rest_init_id_js
83.875	language_statements_class_definition_setters_non_configurable_err_js
83.875	built_ins_DataView_prototype_byteLength_invoked_as_func_js
83.875	built_ins_Array_prototype_filter_15_4_4_20_9_c_i_18_js
83.875	built_ins_Array_prototype_fill_name_js
83.859	language_statements_for_of_dstr_obj_prop_elem_target_yield_ident_valid_js
83.859	language_statements_for_await_of_async_gen_dstr_let_async_obj_ptrn_id_trailing_comma_js
83.859	language_statements_class_dstr_private_meth_ary_ptrn_elision_exhausted_js
83.859	language_statements_class_dstr_async_gen_meth_static_dflt_ary_ptrn_rest_init_ary_js
83.859	language_expressions_object_dstr_meth_dflt_obj_ptrn_rest_skip_non_enumerable_js
83.859	built_ins_eval_prop_desc_js
83.844	language_statements_for_await_of_async_func_dstr_let_ary_ptrn_elem_id_iter_done_js
83.844	language_statements_class_dstr_async_gen_meth_static_dflt_ary_ptrn_rest_id_iter_val_err_js
83.844	language_expressions_class_dstr_private_meth_ary_ptrn_rest_id_elision_js
83.844	built_ins_WeakMap_prototype_set_throw_if_key_cannot_be_held_weakly_js
83.844	built_ins_TypedArrayConstructors_internals_Get_BigInt_key_is_not_canonical_index_js
83.844	built_ins_Object_defineProperties_15_2_3_7_6_a_253_js
83.828	language_statements_class_elements_public_class_field_initialization_is_visible_to_proxy_js
83.828	language_expressions_class_dstr_gen_meth_dflt_obj_ptrn_prop_obj_js
83.828	language_expressions_class_async_gen_method_params_trailing_comma_single_js
83.828	language_arguments_object_gen_func_expr_args_trailing_comma_single_args_js
83.828	built_ins_TypedArray_prototype_slice_infinity_js
83.828	built_ins_String_prototype_split_name_js
83.812	language_expressions_object_dstr_gen_meth_ary_init_iter_get_err_array_prototype_js
83.812	language_expressions_class_dstr_gen_meth_ary_ptrn_rest_ary_elision_js
83.812	language_expressions_class_async_method_static_await_as_identifier_reference_js
83.812	built_ins_Proxy_set_boolean_trap_result_is_false_number_return_false_js
83.812	built_ins_Object_seal_seal_rangeerror_js
83.812	built_ins_Array_prototype_lastIndexOf_15_4_4_15_8_b_i_16_js
83.797	language_statements_class_elements_arrow_body_private_derived_cls_direct_eval_err_contains_supercall_js
83.797	language_expressions_generators_params_trailing_comma_multiple_js
83.797	built_ins_Array_prototype_lastIndexOf_prop_desc_js
83.781	language_statements_let_syntax_without_initialisers_in_statement_positions_do_statement_while_expression_js
83.781	language_statements_for_of_dstr_array_rest_iter_thrw_close_js
83.781	language_expressions_compound_assignment_S11_13_2_A4_3_T1_4_js
83.781	language_expressions_class_elements_private_direct_eval_err_contains_newtarget_js
83.781	built_ins_Set_prototype_values_this_not_object_throw_number_js
83.766	language_statements_generators_return_js
83.766	built_ins_TypedArray_prototype_map_this_is_not_typedarray_instance_js
83.766	built_ins_RegExp_property_escapes_generated_Script_Extensions___Tolong_Siki_js
83.766	built_ins_AggregateError_message_method_prop_js
83.750	language_statements_for_dstr_let_obj_ptrn_prop_id_init_js
83.750	language_statements_for_dstr_const_ary_ptrn_elem_obj_val_null_js
83.750	language_statements_class_subclass_builtin_objects_String_super_must_be_called_js
83.750	language_statements_class_cpn_class_decl_computed_property_name_from_additive_expression_subtract_js
83.750	language_literals_numeric_numeric_separators_numeric_separator_literal_oil_od_nsl_od_one_of_js
83.750	language_expressions_tagged_template_template_object_frozen_strict_js
83.750	language_expressions_compound_assignment_S11_13_2_A4_7_T1_2_js
83.750	built_ins_TypedArrayConstructors_of_new_instance_from_zero_js
83.750	built_ins_Set_prototype_has_name_js
83.750	built_ins_Proxy_get_not_same_value_configurable_false_writable_false_throws_js
83.750	annexB_built_ins_String_prototype_substr_length_falsey_js
83.734	language_expressions_assignment_dstr_array_elem_nested_array_undefined_own_js
83.734	language_directive_prologue_func_expr_parse_js
83.734	built_ins_RegExp_S15_10_4_1_A8_T12_js
83.734	built_ins_Array_prototype_forEach_15_4_4_18_3_19_js
83.719	language_statements_class_elements_syntax_early_errors_invalid_names_method_member_expression_bad_reference_js
83.719	language_statements_class_dstr_meth_dflt_ary_ptrn_elem_id_init_fn_name_arrow_js
83.719	language_identifiers_part_unicode_12_0_0_js
83.719	language_expressions_function_dstr_ary_ptrn_rest_ary_empty_js
83.719	language_directive_prologue_func_expr_not_first_runtime_js
83.703	language_expressions_instanceof_S11_8_6_A2_4_T4_js
83.703	language_expressions_class_subclass_builtins_subclass_String_js
83.703	language_computed_property_names_to_name_side_effects_numbers_object_js
83.703	built_ins_JSON_parse_15_12_2_2_5_js
83.703	built_ins_Date_prototype_getHours_this_value_non_date_js
83.703	built_ins_DataView_buffer_not_object_throws_js
83.703	built_ins_Array_S15_4_1_A2_1_T1_js
83.688	built_ins_Set_is_a_constructor_js
83.688	built_ins_RegExp_prototype_Symbol_split_str_limit_js
83.688	built_ins_Object_create_15_2_3_5_4_315_js
83.688	built_ins_Date_prototype_setTime_this_value_non_object_js
83.688	built_ins_Array_prototype_indexOf_15_4_4_14_9_a_12_js
83.672	language_expressions_postfix_decrement_S11_3_2_A5_T2_js
83.672	language_expressions_object_method_definition_async_gen_await_as_binding_identifier_js
83.656	language_statements_function_S13_2_A8_T2_js
83.656	language_statements_for_of_dstr_let_ary_ptrn_elem_id_init_fn_name_arrow_js
83.656	language_statements_class_dstr_async_gen_meth_dflt_obj_ptrn_empty_js
